interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race,household_income,education,state,congress_district,age,vote_trump,vote_biden,education_level,income_level
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",ohio,OH03,53,1,0,7,1
Only now and then,Registered,Was not eligible to vote,"No, I will not vote but I am eligible",I would not vote,Moderate,employed,The United States,Male,Midwest,Not Hispanic,black/african american/negro,"$50,000 to $54,999",High school graduate,ohio,OH09,20,0,0,3,8
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Male,West,Not Hispanic,white,"$50,000 to $54,999",Associate Degree,arizona,AZ05,65,0,1,6,8
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",new jersey,NJ05,50,1,0,7,19
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,West,Not Hispanic,white,"$40,000 to $44,999","Completed some college, but no degree",colorado,CO01,67,0,1,5,6
Most of the time,Registered,Donald Trump,Not sure,I am not sure/don't know,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$25,000 to $29,999",Associate Degree,massachusetts,MA01,68,0,0,6,3
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,Another country,Male,Northeast,Not Hispanic,other asian or pacific islander,"$40,000 to $44,999",Masters degree,pennsylvania,PA18,55,0,1,9,6
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Midwest,Not Hispanic,white,"$40,000 to $44,999","Completed some college, but no degree",ohio,OH07,48,0,1,5,6
Hardly at all,Not registered,Was not eligible to vote,"No, I am not eligible to vote",I would not vote,Not Sure,not in labor force,The United States,Female,South,Other Hispanic,white,"$45,000 to $49,999",High school graduate,north carolina,NC07,18,0,0,3,7
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,not in labor force,The United States,Male,West,Not Hispanic,japanese,"$25,000 to $29,999",Associate Degree,hawaii,HI02,68,0,1,6,3
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$150,000 to $174,999",Masters degree,florida,FL10,32,0,1,9,20
Some of the time,Don't know,"Did not vote, but was eligible",Not sure,Joe Biden,Conservative,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",wisconsin,WI08,65,0,1,7,8
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,unemployed,The United States,Female,Northeast,Not Hispanic,black/african american/negro,"$60,000 to $64,999",Associate Degree,new jersey,NJ02,67,0,1,6,10
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"Less than $14,999",Other post high school vocational training,texas,TX01,52,1,0,4,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$80,000 to $84,999",Associate Degree,texas,TX16,73,1,0,6,14
Most of the time,Registered,Donald Trump,"Yes, I will vote",Someone else,Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$55,000 to $59,999",Masters degree,indiana,IN04,79,0,0,9,9
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Male,West,Not Hispanic,white,"$100,000 to $124,999",Masters degree,montana,MT00,81,1,0,9,18
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",pennsylvania,PA18,66,0,1,5,1
Only now and then,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",I would not vote,Moderate,not in labor force,The United States,Female,South,Not Hispanic,white,"$20,000 to $24,999",Associate Degree,texas,TX36,55,0,0,6,2
Some of the time,Registered,Don't recall,"Yes, I will vote",I am not sure/don't know,Conservative,unemployed,The United States,Male,West,Not Hispanic,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",california,CA32,69,0,0,7,7
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,West,Not Hispanic,chinese,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",california,CA27,81,1,0,7,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$45,000 to $49,999","Completed some college, but no degree",tennessee,TN03,65,1,0,5,7
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$30,000 to $34,999","Completed some college, but no degree",north carolina,NC01,62,0,1,5,4
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$15,000 to $19,999",High school graduate,pennsylvania,PA12,21,1,0,3,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Northeast,Other Hispanic,"other race, nec","$75,000 to $79,999",Associate Degree,connecticut,CT05,44,0,1,6,13
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Female,South,Not Hispanic,black/african american/negro,"$100,000 to $124,999",Doctorate degree,tennessee,TN02,33,1,0,10,18
Only now and then,Not registered,Was not eligible to vote,Not sure,Joe Biden,Liberal,not in labor force,The United States,Female,South,Not Hispanic,white,"$15,000 to $19,999",High school graduate,texas,TX31,63,0,1,3,1
Only now and then,Registered,Donald Trump,Not sure,I am not sure/don't know,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$45,000 to $49,999",High school graduate,pennsylvania,PA17,27,0,0,3,7
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",I am not sure/don't know,Conservative,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",new jersey,NJ07,66,0,0,7,20
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,South,Not Hispanic,white,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",tennessee,TN03,58,1,0,7,21
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Midwest,Not Hispanic,white,"$100,000 to $124,999","Completed some college, but no degree",illinois,IL03,60,0,1,5,18
Most of the time,Not registered,Was not eligible to vote,Not sure,Donald Trump,Very Liberal,employed,Another country,Female,West,Not Hispanic,other asian or pacific islander,"$70,000 to $74,999",Masters degree,oregon,OR01,29,1,0,9,12
Some of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,unemployed,The United States,Male,West,Mexican,"other race, nec","$55,000 to $59,999","Completed some college, but no degree",california,CA43,28,0,1,5,9
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"Less than $14,999",High school graduate,connecticut,CT01,40,0,1,3,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$55,000 to $59,999","Completed some college, but no degree",wisconsin,WI02,61,0,1,5,9
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,South,Not Hispanic,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",florida,FL11,37,0,1,7,7
Some of the time,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Joe Biden,Liberal,not in labor force,The United States,Male,West,Not Hispanic,black/african american/negro,"$250,000 and above",High school graduate,nevada,NV03,20,0,1,3,23
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",vermont,VT00,67,0,1,5,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",new york,NY26,28,0,1,7,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",new jersey,NJ03,53,0,0,7,10
Most of the time,Not registered,"Did not vote, but was eligible",Not sure,Donald Trump,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",pennsylvania,PA05,30,1,0,7,10
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Female,South,Not Hispanic,white,"$15,000 to $19,999",High school graduate,kentucky,KY05,28,1,0,3,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,South,Not Hispanic,white,"$25,000 to $29,999","Completed some college, but no degree",maryland,MD05,62,1,0,5,3
Some of the time,Registered,Donald Trump,Not sure,I am not sure/don't know,Moderate,employed,The United States,Female,Midwest,Not Hispanic,white,"$45,000 to $49,999",Associate Degree,illinois,IL17,61,0,0,6,7
Only now and then,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Joe Biden,Moderate,unemployed,The United States,Male,Midwest,Not Hispanic,black/african american/negro,"Less than $14,999",Other post high school vocational training,illinois,IL17,33,0,1,4,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$40,000 to $44,999",Masters degree,missouri,MO01,68,0,1,9,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$175,000 to $199,999",Masters degree,florida,FL06,52,1,0,9,21
Hardly at all,Not registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,Another country,Female,West,Other Hispanic,white,"Less than $14,999","College Degree (such as B.A., B.S.)",california,,39,1,0,7,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,West,Not Hispanic,white,"$95,000 to $99,999","Completed some college, but no degree",montana,MT00,73,0,1,5,17
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Midwest,Not Hispanic,black/african american/negro,"$15,000 to $19,999",Completed some high school,wisconsin,WI08,38,0,1,NA,1
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Joe Biden,Liberal,unemployed,The United States,Male,South,Not Hispanic,white,"$125,000 to $149,999",High school graduate,south carolina,SC04,50,0,1,3,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$50,000 to $54,999","Completed some graduate, but no degree",illinois,IL06,61,1,0,8,8
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,NA,The United States,Female,Midwest,Not Hispanic,white,"$150,000 to $174,999","Completed some college, but no degree",missouri,MO02,63,0,1,5,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$70,000 to $74,999","Completed some college, but no degree",texas,TX10,67,1,0,5,12
Some of the time,Not registered,"Did not vote, but was eligible","No, I am not eligible to vote",Someone else,Liberal,employed,Another country,Male,Midwest,Not Hispanic,black/african american/negro,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",missouri,MO01,35,0,0,7,18
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Male,South,Not Hispanic,black/african american/negro,"$20,000 to $24,999","Completed some college, but no degree",tennessee,TN05,52,0,1,5,2
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,West,Not Hispanic,white,"$55,000 to $59,999",Associate Degree,utah,UT03,25,0,1,6,9
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,unemployed,The United States,Male,Midwest,Not Hispanic,white,"$45,000 to $49,999",Associate Degree,minnesota,MN06,44,0,1,6,7
Some of the time,Not registered,Was not eligible to vote,Not sure,Joe Biden,Liberal,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",new jersey,NJ07,69,0,1,7,2
Hardly at all,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",I would not vote,Not Sure,not in labor force,The United States,Male,West,Not Hispanic,black/african american/negro,"Less than $14,999",Other post high school vocational training,colorado,CO01,26,0,0,4,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",south carolina,SC05,74,0,1,7,5
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$50,000 to $54,999",Associate Degree,georgia,GA01,65,1,0,6,8
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,West,Not Hispanic,white,"$35,000 to $39,999",Masters degree,california,CA22,39,0,1,9,5
